"TIME","GEO","SECTPERF","UNIT","Value","Flag and Footnotes"
"2017","Switzerland","Higher education sector","Million purchasing power standards (PPS) at 2005 prices","2,983.596",""
"2017","Switzerland","Private non-profit sector","Million euro",":",""
"2017","Switzerland","Private non-profit sector","Euro per inhabitant",":",""
"2017","Switzerland","Private non-profit sector","Million units of national currency",":",""
"2017","Switzerland","Private non-profit sector","Million purchasing power standards (PPS)",":",""
"2017","Switzerland","Private non-profit sector","Million purchasing power standards (PPS) at 2005 prices",":",""
"2017","Montenegro","All sectors","Million euro",":",""
"2017","Montenegro","All sectors","Euro per inhabitant",":",""
"2017","Montenegro","All sectors","Million units of national currency",":",""
"2017","Montenegro","All sectors","Million purchasing power standards (PPS)",":",""
"2017","Montenegro","All sectors","Million purchasing power standards (PPS) at 2005 prices",":",""
"2017","Montenegro","Business enterprise sector","Million euro",":",""
"2017","Montenegro","Business enterprise sector","Euro per inhabitant",":",""
"2017","Montenegro","Business enterprise sector","Million units of national currency",":",""
"2017","Montenegro","Business enterprise sector","Million purchasing power standards (PPS)",":",""
"2017","Montenegro","Business enterprise sector","Million purchasing power standards (PPS) at 2005 prices",":",""
"2017","Montenegro","Government sector","Million euro",":",""
"2017","Montenegro","Government sector","Euro per inhabitant",":",""
"2017","Montenegro","Government sector","Million units of national currency",":",""
"2017","Montenegro","Government sector","Million purchasing power standards (PPS)",":",""
"2017","Montenegro","Government sector","Million purchasing power standards (PPS) at 2005 prices",":",""
"2017","Montenegro","Higher education sector","Million euro",":",""
"2017","Montenegro","Higher education sector","Euro per inhabitant",":",""
"2017","Montenegro","Higher education sector","Million units of national currency",":",""
"2017","Montenegro","Higher education sector","Million purchasing power standards (PPS)",":",""
"2017","Montenegro","Higher education sector","Million purchasing power standards (PPS) at 2005 prices",":",""
"2017","Montenegro","Private non-profit sector","Million euro",":",""
"2017","Montenegro","Private non-profit sector","Euro per inhabitant",":",""
"2017","Montenegro","Private non-profit sector","Million units of national currency",":",""
"2017","Montenegro","Private non-profit sector","Million purchasing power standards (PPS)",":",""
"2017","Montenegro","Private non-profit sector","Million purchasing power standards (PPS) at 2005 prices",":",""
"2017","North Macedonia","All sectors","Million euro","35.575",""
"2017","North Macedonia","All sectors","Euro per inhabitant","17.2",""
"2017","North Macedonia","All sectors","Million units of national currency","2,190.5",""
"2017","North Macedonia","All sectors","Million purchasing power standards (PPS)","79.901",""
"2017","North Macedonia","All sectors","Million purchasing power standards (PPS) at 2005 prices","68.127",""
"2017","North Macedonia","Business enterprise sector","Million euro","9.389",""
"2017","North Macedonia","Business enterprise sector","Euro per inhabitant","4.5",""
"2017","North Macedonia","Business enterprise sector","Million units of national currency","578.1",""
"2017","North Macedonia","Business enterprise sector","Million purchasing power standards (PPS)","21.087",""
"2017","North Macedonia","Business enterprise sector","Million purchasing power standards (PPS) at 2005 prices","17.98",""
"2017","North Macedonia","Government sector","Million euro","4.037",""
"2017","North Macedonia","Government sector","Euro per inhabitant","1.9",""
"2017","North Macedonia","Government sector","Million units of national currency","248.6",""
"2017","North Macedonia","Government sector","Million purchasing power standards (PPS)","9.068",""
"2017","North Macedonia","Government sector","Million purchasing power standards (PPS) at 2005 prices","7.732",""
"2017","North Macedonia","Higher education sector","Million euro","21.64",""
"2017","North Macedonia","Higher education sector","Euro per inhabitant","10.4",""
"2017","North Macedonia","Higher education sector","Million units of national currency","1,332.5",""
"2017","North Macedonia","Higher education sector","Million purchasing power standards (PPS)","48.605",""
"2017","North Macedonia","Higher education sector","Million purchasing power standards (PPS) at 2005 prices","41.442",""
"2017","North Macedonia","Private non-profit sector","Million euro","0.508",""
"2017","North Macedonia","Private non-profit sector","Euro per inhabitant","0.2",""
"2017","North Macedonia","Private non-profit sector","Million units of national currency","31.3",""
"2017","North Macedonia","Private non-profit sector","Million purchasing power standards (PPS)","1.142",""
"2017","North Macedonia","Private non-profit sector","Million purchasing power standards (PPS) at 2005 prices","0.974",""
"2017","Serbia","All sectors","Million euro","342.279",""
"2017","Serbia","All sectors","Euro per inhabitant","48.6",""
"2017","Serbia","All sectors","Million units of national currency","41,531.049",""
"2017","Serbia","All sectors","Million purchasing power standards (PPS)","711.659",""
"2017","Serbia","All sectors","Million purchasing power standards (PPS) at 2005 prices","647.044",""
"2017","Serbia","Business enterprise sector","Million euro","125.527",""
"2017","Serbia","Business enterprise sector","Euro per inhabitant","17.8",""
"2017","Serbia","Business enterprise sector","Million units of national currency","15,230.986",""
"2017","Serbia","Business enterprise sector","Million purchasing power standards (PPS)","260.992",""
"2017","Serbia","Business enterprise sector","Million purchasing power standards (PPS) at 2005 prices","237.295",""
"2017","Serbia","Government sector","Million euro","92.537",""
"2017","Serbia","Government sector","Euro per inhabitant","13.1",""
"2017","Serbia","Government sector","Million units of national currency","11,228.148",""
"2017","Serbia","Government sector","Million purchasing power standards (PPS)","192.401",""
"2017","Serbia","Government sector","Million purchasing power standards (PPS) at 2005 prices","174.932",""
"2017","Serbia","Higher education sector","Million euro","123.956",""
"2017","Serbia","Higher education sector","Euro per inhabitant","17.6",""
"2017","Serbia","Higher education sector","Million units of national currency","15,040.402",""
"2017","Serbia","Higher education sector","Million purchasing power standards (PPS)","257.726",""
"2017","Serbia","Higher education sector","Million purchasing power standards (PPS) at 2005 prices","234.326",""
"2017","Serbia","Private non-profit sector","Million euro","0.26",""
"2017","Serbia","Private non-profit sector","Euro per inhabitant","0",""
"2017","Serbia","Private non-profit sector","Million units of national currency","31.513",""
"2017","Serbia","Private non-profit sector","Million purchasing power standards (PPS)","0.54",""
"2017","Serbia","Private non-profit sector","Million purchasing power standards (PPS) at 2005 prices","0.491",""
"2017","Turkey","All sectors","Million euro","7,245.42",""
"2017","Turkey","All sectors","Euro per inhabitant","90.8",""
"2017","Turkey","All sectors","Million units of national currency","29,855.478",""
"2017","Turkey","All sectors","Million purchasing power standards (PPS)","15,343.549",""
"2017","Turkey","All sectors","Million purchasing power standards (PPS) at 2005 prices","12,071.024",""
"2017","Turkey","Business enterprise sector","Million euro","4,120.962",""
"2017","Turkey","Business enterprise sector","Euro per inhabitant","51.6",""
"2017","Turkey","Business enterprise sector","Million units of national currency","16,980.836",""
"2017","Turkey","Business enterprise sector","Million purchasing power standards (PPS)","8,726.918",""
"2017","Turkey","Business enterprise sector","Million purchasing power standards (PPS) at 2005 prices","6,865.611",""
"2017","Turkey","Government sector","Million euro","693.694","d"
"2017","Turkey","Government sector","Euro per inhabitant","8.7","d"
"2017","Turkey","Government sector","Million units of national currency","2,858.435","d"
"2017","Turkey","Government sector","Million purchasing power standards (PPS)","1,469.028","d"
"2017","Turkey","Government sector","Million purchasing power standards (PPS) at 2005 prices","1,155.709","d"
"2017","Turkey","Higher education sector","Million euro","2,430.764",""
"2017","Turkey","Higher education sector","Euro per inhabitant","30.5",""
"2017","Turkey","Higher education sector","Million units of national currency","10,016.207",""
"2017","Turkey","Higher education sector","Million purchasing power standards (PPS)","5,147.603",""
"2017","Turkey","Higher education sector","Million purchasing power standards (PPS) at 2005 prices","4,049.705",""
"2017","Turkey","Private non-profit sector","Million euro",":",""
"2017","Turkey","Private non-profit sector","Euro per inhabitant",":",""
"2017","Turkey","Private non-profit sector","Million units of national currency",":",""
"2017","Turkey","Private non-profit sector","Million purchasing power standards (PPS)",":",""
"2017","Turkey","Private non-profit sector","Million purchasing power standards (PPS) at 2005 prices",":",""
